timestamp,session_time_sec,action_type_cn,action_type,intensity,distance_px,duration_sec,speed_avg,acceleration,state_before_cn,state_before,state_after_cn,state_after,inside_personal_space
2026-07-26T21:42:26.772045,34.60,轻柔,positive,0.100,0.0,0.81,0.0,0.0,平静,calm,敞开,open,0
2026-07-26T21:42:27.693132,35.52,轻柔,positive,0.111,10.9,0.83,0.2,0.0,敞开,open,敞开,open,0
2026-07-26T21:42:29.064166,36.89,轻柔,positive,0.116,20.9,1.27,0.3,0.0,敞开,open,敞开,open,0
2026-07-26T21:42:30.404739,38.23,轻柔,positive,0.129,23.1,1.24,0.3,0.0,平静,calm,敞开,open,0
2026-07-26T21:42:31.302487,39.13,轻柔,positive,0.100,0.0,0.80,0.0,0.0,敞开,open,敞开,open,0
2026-07-26T21:42:32.201905,40.03,轻柔,positive,0.107,8.7,0.80,0.2,0.0,敞开,open,敞开,open,0
2026-07-26T21:42:33.142879,40.97,轻柔,positive,0.108,5.0,0.84,0.1,0.0,敞开,open,敞开,open,0
2026-07-26T21:42:46.997915,54.83,轻柔,positive,0.181,197.9,13.75,0.2,0.0,敞开,open,敞开,open,0
2026-07-26T21:42:47.950786,55.78,轻柔,positive,0.100,0.0,0.85,0.0,0.0,敞开,open,敞开,open,0
2026-07-26T21:42:49.174765,57.00,轻柔,positive,0.119,30.3,1.12,0.5,0.0,敞开,open,敞开,open,0
2026-07-26T21:42:50.138488,57.97,轻柔,positive,0.107,4.5,0.86,0.1,0.0,敞开,open,敞开,open,0
2026-07-26T21:42:51.117116,58.95,轻柔,positive,0.100,0.0,0.87,0.0,0.0,敞开,open,敞开,open,0
2026-07-26T21:42:52.115368,59.94,轻柔,positive,0.110,5.9,0.89,0.1,0.0,敞开,open,敞开,open,0
2026-07-26T21:42:53.102660,60.93,轻柔,positive,0.109,16.2,0.88,0.3,0.0,敞开,open,敞开,open,0
2026-07-26T21:42:54.425890,62.25,轻柔,positive,0.117,15.2,1.22,0.2,0.0,敞开,open,敞开,open,0
2026-07-26T21:42:55.422551,63.25,轻柔,positive,0.110,14.0,0.83,0.3,0.0,敞开,open,敞开,open,0
2026-07-26T21:42:58.612454,66.44,轻柔,positive,0.152,91.8,3.02,0.5,0.0,敞开,open,敞开,open,0
2026-07-26T21:43:01.146699,68.98,轻柔,positive,0.121,49.7,2.43,0.3,0.0,敞开,open,敞开,open,0
2026-07-26T21:43:05.798706,73.63,轻柔,positive,0.119,71.7,4.54,0.3,0.0,敞开,open,敞开,open,0
2026-07-26T21:43:06.787600,74.62,轻柔,positive,0.119,22.2,0.88,0.4,0.0,敞开,open,敞开,open,0
2026-07-26T21:43:08.503952,76.33,轻柔,positive,0.126,47.2,1.61,0.5,0.0,敞开,open,敞开,open,0
2026-07-26T21:43:10.764139,78.59,轻柔,positive,0.124,39.4,2.09,0.3,0.0,敞开,open,敞开,open,0
